Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,
31-Mar-2015,South Eastern,Plastic Surgery,Acute Services,41,35,34,24,113,--,--,--,--,--,247,
31-Mar-2015,South Eastern,T & O Surgery,Acute Services,12,2,2,0,1,--,--,--,--,--,17,
31-Mar-2015,South Eastern,Urology,Acute Services,34,17,13,11,85,--,--,--,--,--,160,
31-Mar-2015,Southern,ENT,Acute Services,43,44,1,0,0,--,--,--,--,--,88,
31-Mar-2015,Southern,General Surgery,Acute Services,134,74,49,20,84,--,--,--,--,--,361,
31-Mar-2015,Southern,Gynaecology,Acute Services,101,104,50,20,26,--,--,--,--,--,301,
31-Mar-2015,Southern,Oral Surgery,Acute Services,3,2,1,3,3,--,--,--,--,--,12,
31-Mar-2015,Southern,T & O Surgery,Acute Services,104,110,71,55,225,--,--,--,--,--,565,
31-Mar-2015,Southern,Urology,Acute Services,79,62,52,31,189,--,--,--,--,--,413,
31-Mar-2015,Western,Cardiology,Acute Services,2,5,0,0,0,--,--,--,--,--,7,
31-Mar-2015,Western,ENT,Acute Services,121,127,97,54,275,--,--,--,--,--,674,
31-Mar-2015,Western,General Medicine,Acute Services,6,1,0,0,0,--,--,--,--,--,7,
31-Mar-2015,Western,General Surgery,Acute Services,98,112,93,64,236,--,--,--,--,--,603,
31-Mar-2015,Western,Gynaecology,Acute Services,91,97,88,31,26,--,--,--,--,--,333,
31-Mar-2015,Western,Ophthalmology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Mar-2015,Western,Oral Surgery,Acute Services,8,10,9,9,6,--,--,--,--,--,42,
31-Mar-2015,Western,T & O Surgery,Acute Services,136,194,212,178,584,--,--,--,--,--,1304,
31-Mar-2015,Western,Urology,Acute Services,67,48,26,31,12,--,--,--,--,--,184,
30-Jun-2015,Belfast,General Surgery,Acute Services,173,158,152,79,422,--,--,--,--,--,984,
30-Jun-2015,Belfast,Urology,Acute Services,89,66,36,21,239,--,--,--,--,--,451,
30-Jun-2015,Belfast,T & O Surgery,Acute Services,553,1344,1385,790,2568,--,--,--,--,--,6640,
30-Jun-2015,Belfast,ENT,Acute Services,100,106,126,74,415,--,--,--,--,--,821,
30-Jun-2015,Belfast,Ophthalmology,Acute Services,36,34,35,13,26,--,--,--,--,--,144,
30-Jun-2015,Belfast,Oral Surgery,Acute Services,1,1,2,0,0,--,--,--,--,--,4,
30-Jun-2015,Belfast,Restorative Dentistry,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
30-Jun-2015,Belfast,Paediatric Dentistry,Acute Services,1,0,1,0,0,--,--,--,--,--,2,
30-Jun-2015,Belfast,Neurosurgery,Acute Services,57,40,12,4,2,--,--,--,--,--,115,
30-Jun-2015,Belfast,Plastic Surgery,Acute Services,32,21,26,29,208,--,--,--,--,--,316,
30-Jun-2015,Belfast,Cardiac Surgery,Acute Services,97,67,80,49,71,--,--,--,--,--,364,
30-Jun-2015,Belfast,Paediatric Surgery,Acute Services,8,19,12,6,16,--,--,--,--,--,61,
30-Jun-2015,Belfast,Thoracic Surgery,Acute Services,30,11,9,4,10,--,--,--,--,--,64,
30-Jun-2015,Belfast,Anaesthetics,Acute Services,0,0,0,0,1,--,--,--,--,--,1,
30-Jun-2015,Belfast,Pain Management,Acute Services,0,0,0,0,2,--,--,--,--,--,2,
30-Jun-2015,Belfast,Gastroenterology,Acute Services,34,8,2,1,0,--,--,--,--,--,45,
30-Jun-2015,Belfast,Endocrinology,Acute Services,5,3,3,0,0,--,--,--,--,--,11,
30-Jun-2015,Belfast,Cardiology,Acute Services,139,63,68,38,102,--,--,--,--,--,410,
30-Jun-2015,Belfast,Dermatology,Acute Services,1,0,2,2,0,--,--,--,--,--,5,
30-Jun-2015,Belfast,Thoracic Medicine,Acute Services,1,3,4,3,7,--,--,--,--,--,18,
30-Jun-2015,Belfast,Nephrology,Acute Services,18,2,1,0,0,--,--,--,--,--,21,
30-Jun-2015,Belfast,Neurology,Acute Services,33,23,17,0,0,--,--,--,--,--,73,
30-Jun-2015,Belfast,Rheumatology,Acute Services,2,5,0,0,0,--,--,--,--,--,7,
30-Jun-2015,Belfast,Paediatrics,Acute Services,1,4,8,3,4,--,--,--,--,--,20,
30-Jun-2015,Belfast,Gynaecology,Acute Services,103,96,95,49,267,--,--,--,--,--,610,
30-Jun-2015,Belfast,Child & Adolescent Psychiatry,Mental Health,0,4,0,0,0,--,--,--,--,--,4,
30-Jun-2015,Belfast,Forensic Psychiatry,Mental Health,4,0,0,0,0,--,--,--,--,--,4,
30-Jun-2015,Belfast,Radiology,Acute Services,0,0,1,0,0,--,--,--,--,--,1,
30-Jun-2015,Northern,General Surgery,Acute Services,145,105,69,44,107,--,--,--,--,--,470,
30-Jun-2015,Northern,Urology,Acute Services,3,0,0,0,1,--,--,--,--,--,4,
30-Jun-2015,Northern,ENT,Acute Services,84,102,61,15,24,--,--,--,--,--,286,
30-Jun-2015,Northern,Pain Management,Acute Services,1,1,0,0,0,--,--,--,--,--,2,
30-Jun-2015,Northern,Gastroenterology,Acute Services,4,3,1,0,0,--,--,--,--,--,8,
30-Jun-2015,Northern,Cardiology,Acute Services,3,0,0,0,0,--,--,--,--,--,3,
30-Jun-2015,Northern,Gynaecology,Acute Services,121,111,70,28,55,--,--,--,--,--,385,
30-Jun-2015,South Eastern,General Surgery,Acute Services,100,73,74,42,109,--,--,--,--,--,398,
30-Jun-2015,South Eastern,Urology,Acute Services,28,29,20,6,84,--,--,--,--,--,167,
30-Jun-2015,South Eastern,T & O Surgery,Acute Services,11,7,1,1,1,--,--,--,--,--,21,
30-Jun-2015,South Eastern,ENT,Acute Services,5,10,0,0,0,--,--,--,--,--,15,
30-Jun-2015,South Eastern,Oral Surgery,Acute Services,17,15,9,7,15,--,--,--,--,--,63,
30-Jun-2015,South Eastern,Plastic Surgery,Acute Services,36,27,36,20,144,--,--,--,--,--,263,
30-Jun-2015,South Eastern,General Medicine,Acute Services,4,1,1,0,9,--,--,--,--,--,15,
30-Jun-2015,South Eastern,Gynaecology,Acute Services,98,69,71,30,278,--,--,--,--,--,546,
30-Jun-2015,Southern,General Surgery,Acute Services,144,79,59,10,43,--,--,--,--,--,335,
30-Jun-2015,Southern,Urology,Acute Services,78,66,62,25,218,--,--,--,--,--,449,
30-Jun-2015,Southern,T & O Surgery,Acute Services,110,152,134,53,235,--,--,--,--,--,684,
30-Jun-2015,Southern,ENT,Acute Services,62,27,5,0,0,--,--,--,--,--,94,
30-Jun-2015,Southern,Oral Surgery,Acute Services,2,8,2,0,2,--,--,--,--,--,14,
30-Jun-2015,Southern,Gastroenterology,Acute Services,0,2,0,0,0,--,--,--,--,--,2,
30-Jun-2015,Southern,Gynaecology,Acute Services,135,97,47,20,22,--,--,--,--,--,321,
30-Jun-2015,Western,General Surgery,Acute Services,124,131,98,61,286,--,--,--,--,--,700,
30-Jun-2015,Western,Urology,Acute Services,76,55,28,21,33,--,--,--,--,--,213,
30-Jun-2015,Western,T & O Surgery,Acute Services,130,186,182,110,776,--,--,--,--,--,1384,
30-Jun-2015,Western,ENT,Acute Services,129,131,131,53,263,--,--,--,--,--,707,
30-Jun-2015,Western,Ophthalmology,Acute Services,1,1,1,0,0,--,--,--,--,--,3,
30-Jun-2015,Western,Oral Surgery,Acute Services,13,7,5,6,9,--,--,--,--,--,40,
30-Jun-2015,Western,General Medicine,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
30-Jun-2015,Western,Cardiology,Acute Services,31,2,0,0,0,--,--,--,--,--,33,
30-Jun-2015,Western,Gynaecology,Acute Services,87,98,75,34,61,--,--,--,--,--,355,
30-Sep-2015,Belfast,Anaesthetics,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
30-Sep-2015,Belfast,Cardiac Surgery,Acute Services,76,81,75,27,51,--,--,--,--,--,310,
30-Sep-2015,Belfast,Cardiology,Acute Services,96,83,80,26,124,--,--,--,--,--,409,
30-Sep-2015,Belfast,Dermatology,Acute Services,0,0,1,0,4,--,--,--,--,--,5,
30-Sep-2015,Belfast,Endocrinology,Acute Services,8,2,1,2,2,--,--,--,--,--,15,
30-Sep-2015,Belfast,ENT,Acute Services,94,85,109,54,481,--,--,--,--,--,823,
30-Sep-2015,Belfast,Gastroenterology,Acute Services,15,6,11,0,1,--,--,--,--,--,33,
30-Sep-2015,Belfast,General Surgery,Acute Services,170,113,140,65,518,--,--,--,--,--,1006,
30-Sep-2015,Belfast,Gynaecology,Acute Services,112,85,93,57,269,--,--,--,--,--,616,
30-Sep-2015,Belfast,Nephrology,Acute Services,24,13,2,1,4,--,--,--,--,--,44,
30-Sep-2015,Belfast,Neurology,Acute Services,30,26,10,0,4,--,--,--,--,--,70,
30-Sep-2015,Belfast,Neurosurgery,Acute Services,58,36,12,4,3,--,--,--,--,--,113,
30-Sep-2015,Belfast,Ophthalmology,Acute Services,42,13,27,10,32,--,--,--,--,--,124,
30-Sep-2015,Belfast,Oral Surgery,Acute Services,0,2,0,0,0,--,--,--,--,--,2,
30-Sep-2015,Belfast,Paediatric Dentistry,Acute Services,0,0,1,0,1,--,--,--,--,--,2,
30-Sep-2015,Belfast,Paediatric Surgery,Acute Services,17,11,20,15,21,--,--,--,--,--,84,
30-Sep-2015,Belfast,Paediatrics,Acute Services,2,1,4,4,6,--,--,--,--,--,17,
30-Sep-2015,Belfast,Pain Management,Acute Services,2,1,0,0,1,--,--,--,--,--,4,
30-Sep-2015,Belfast,Plastic Surgery,Acute Services,25,30,35,9,243,--,--,--,--,--,342,
30-Sep-2015,Belfast,Radiology,Acute Services,0,0,0,0,1,--,--,--,--,--,1,
30-Sep-2015,Belfast,Rheumatology,Acute Services,6,1,4,0,0,--,--,--,--,--,11,
30-Sep-2015,Belfast,T & O Surgery,Acute Services,306,1158,1358,626,2945,--,--,--,--,--,6393,
30-Sep-2015,Belfast,Thoracic Medicine,Acute Services,6,1,0,0,0,--,--,--,--,--,7,
30-Sep-2015,Belfast,Thoracic Surgery,Acute Services,24,9,3,1,4,--,--,--,--,--,41,
30-Sep-2015,Belfast,Urology,Acute Services,98,53,34,27,196,--,--,--,--,--,408,
30-Sep-2015,Northern,Cardiology,Acute Services,0,2,2,0,0,--,--,--,--,--,4,
30-Sep-2015,Northern,Dermatology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
30-Sep-2015,Northern,ENT,Acute Services,107,96,55,23,28,--,--,--,--,--,309,
30-Sep-2015,Northern,Gastroenterology,Acute Services,21,5,1,0,0,--,--,--,--,--,27,
30-Sep-2015,Northern,General Surgery,Acute Services,153,95,96,44,119,--,--,--,--,--,507,
30-Sep-2015,Northern,Gynaecology,Acute Services,128,99,104,28,52,--,--,--,--,--,411,
30-Sep-2015,Northern,Pain Management,Acute Services,0,0,1,0,0,--,--,--,--,--,1,
30-Sep-2015,Northern,Urology,Acute Services,4,0,0,0,0,--,--,--,--,--,4,
30-Sep-2015,South Eastern,Cardiology,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
30-Sep-2015,South Eastern,ENT,Acute Services,13,1,0,0,0,--,--,--,--,--,14,
30-Sep-2015,South Eastern,General Medicine,Acute Services,2,4,4,0,9,--,--,--,--,--,19,
30-Sep-2015,South Eastern,General Surgery,Acute Services,117,53,65,37,155,--,--,--,--,--,427,
30-Sep-2015,South Eastern,Gynaecology,Acute Services,86,72,94,32,299,--,--,--,--,--,583,
30-Sep-2015,South Eastern,Oral Surgery,Acute Services,17,12,17,7,24,--,--,--,--,--,77,
30-Sep-2015,South Eastern,Plastic Surgery,Acute Services,35,27,30,11,185,--,--,--,--,--,288,
30-Sep-2015,South Eastern,T & O Surgery,Acute Services,17,2,3,1,0,--,--,--,--,--,23,
30-Sep-2015,South Eastern,Urology,Acute Services,25,43,21,13,66,--,--,--,--,--,168,
30-Sep-2015,Southern,Cardiology,Acute Services,0,1,1,0,0,--,--,--,--,--,2,
30-Sep-2015,Southern,ENT,Acute Services,47,36,5,1,0,--,--,--,--,--,89,
30-Sep-2015,Southern,Gastroenterology,Acute Services,1,0,1,0,0,--,--,--,--,--,2,
30-Sep-2015,Southern,General Surgery,Acute Services,118,57,52,18,69,--,--,--,--,--,314,
30-Sep-2015,Southern,Gynaecology,Acute Services,80,99,71,19,29,--,--,--,--,--,298,
30-Sep-2015,Southern,Oral Surgery,Acute Services,0,0,3,0,2,--,--,--,--,--,5,
30-Sep-2015,Southern,T & O Surgery,Acute Services,92,100,151,90,309,--,--,--,--,--,742,
30-Sep-2015,Southern,Urology,Acute Services,76,46,54,34,249,--,--,--,--,--,459,
30-Sep-2015,Western,Cardiology,Acute Services,31,16,7,0,0,--,--,--,--,--,54,
30-Sep-2015,Western,ENT,Acute Services,92,92,154,60,311,--,--,--,--,--,709,
30-Sep-2015,Western,General Medicine,Acute Services,5,2,0,0,0,--,--,--,--,--,7,
30-Sep-2015,Western,General Surgery,Acute Services,136,97,135,74,367,--,--,--,--,--,809,
30-Sep-2015,Western,Gynaecology,Acute Services,87,82,78,36,94,--,--,--,--,--,377,
30-Sep-2015,Western,Ophthalmology,Acute Services,0,0,2,0,0,--,--,--,--,--,2,
30-Sep-2015,Western,Oral Surgery,Acute Services,13,12,6,1,7,--,--,--,--,--,39,
30-Sep-2015,Western,T & O Surgery,Acute Services,126,184,187,114,906,--,--,--,--,--,1517,
30-Sep-2015,Western,Urology,Acute Services,107,56,24,26,54,--,--,--,--,--,267,
31-Dec-2015,Belfast,General Surgery,Acute Services,179,131,107,46,550,--,--,--,--,--,1013,
31-Dec-2015,Belfast,Urology,Acute Services,101,65,47,13,174,--,--,--,--,--,400,
31-Dec-2015,Belfast,T & O Surgery,Acute Services,399,1300,1218,736,4251,--,--,--,--,--,7904,
31-Dec-2015,Belfast,ENT,Acute Services,103,110,82,38,499,--,--,--,--,--,832,
31-Dec-2015,Belfast,Ophthalmology,Acute Services,24,35,13,11,31,--,--,--,--,--,114,
31-Dec-2015,Belfast,Oral Surgery,Acute Services,0,2,0,1,0,--,--,--,--,--,3,
31-Dec-2015,Belfast,Restorative Dentistry,Acute Services,2,1,0,0,0,--,--,--,--,--,3,
31-Dec-2015,Belfast,Paediatric Dentistry,Acute Services,1,1,0,0,0,--,--,--,--,--,2,
31-Dec-2015,Belfast,Neurosurgery,Acute Services,68,46,15,1,1,--,--,--,--,--,131,
31-Dec-2015,Belfast,Plastic Surgery,Acute Services,24,29,31,18,259,--,--,--,--,--,361,
31-Dec-2015,Belfast,Cardiac Surgery,Acute Services,91,83,63,44,49,--,--,--,--,--,330,
31-Dec-2015,Belfast,Paediatric Surgery,Acute Services,16,33,10,6,36,--,--,--,--,--,101,
31-Dec-2015,Belfast,Thoracic Surgery,Acute Services,36,10,3,2,2,--,--,--,--,--,53,
31-Dec-2015,Belfast,Anaesthetics,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Dec-2015,Belfast,Pain Management,Acute Services,0,1,1,0,0,--,--,--,--,--,2,
31-Dec-2015,Belfast,Gastroenterology,Acute Services,23,7,1,1,7,--,--,--,--,--,39,
31-Dec-2015,Belfast,Endocrinology,Acute Services,4,1,2,1,3,--,--,--,--,--,11,
31-Dec-2015,Belfast,Cardiology,Acute Services,221,210,83,35,107,--,--,--,--,--,656,
31-Dec-2015,Belfast,Dermatology,Acute Services,4,1,0,0,3,--,--,--,--,--,8,
31-Dec-2015,Belfast,Thoracic Medicine,Acute Services,2,1,0,0,0,--,--,--,--,--,3,
31-Dec-2015,Belfast,Nephrology,Acute Services,24,14,0,0,1,--,--,--,--,--,39,
31-Dec-2015,Belfast,Neurology,Acute Services,46,24,8,0,1,--,--,--,--,--,79,
31-Dec-2015,Belfast,Rheumatology,Acute Services,1,3,1,0,3,--,--,--,--,--,8,
31-Dec-2015,Belfast,Paediatrics,Acute Services,4,6,1,0,0,--,--,--,--,--,11,
31-Dec-2015,Belfast,Paediatric Neurology,Acute Services,26,14,2,9,6,--,--,--,--,--,57,
31-Dec-2015,Belfast,Gynaecology,Acute Services,96,110,93,44,289,--,--,--,--,--,632,
31-Dec-2015,Belfast,Forensic Psychiatry,Mental Health,2,0,0,0,0,--,--,--,--,--,2,
31-Dec-2015,Belfast,Radiology,Acute Services,0,1,0,0,1,--,--,--,--,--,2,
31-Dec-2015,Northern,General Surgery,Acute Services,165,120,99,36,152,--,--,--,--,--,572,
31-Dec-2015,Northern,Urology,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
31-Dec-2015,Northern,ENT,Acute Services,95,135,97,32,32,--,--,--,--,--,391,
31-Dec-2015,Northern,Gastroenterology,Acute Services,27,11,4,1,0,--,--,--,--,--,43,
31-Dec-2015,Northern,Cardiology,Acute Services,0,2,0,0,0,--,--,--,--,--,2,
31-Dec-2015,Northern,Gynaecology,Acute Services,123,105,89,46,90,--,--,--,--,--,453,
31-Dec-2015,Northern,GP Other,Acute Services,1,4,0,0,0,--,--,--,--,--,5,
31-Dec-2015,South Eastern,General Surgery,Acute Services,124,73,62,29,206,--,--,--,--,--,494,
31-Dec-2015,South Eastern,Urology,Acute Services,29,35,23,8,73,--,--,--,--,--,168,
31-Dec-2015,South Eastern,T & O Surgery,Acute Services,10,6,5,1,0,--,--,--,--,--,22,
31-Dec-2015,South Eastern,ENT,Acute Services,4,8,2,0,1,--,--,--,--,--,15,
31-Dec-2015,South Eastern,Oral Surgery,Acute Services,14,10,11,3,27,--,--,--,--,--,65,
31-Dec-2015,South Eastern,Plastic Surgery,Acute Services,44,40,32,14,164,--,--,--,--,--,294,
31-Dec-2015,South Eastern,General Medicine,Acute Services,3,6,1,2,9,--,--,--,--,--,21,
31-Dec-2015,South Eastern,Haematology (Clinical),Acute Services,2,1,0,0,0,--,--,--,--,--,3,
31-Dec-2015,South Eastern,Cardiology,Acute Services,1,1,0,0,0,--,--,--,--,--,2,
31-Dec-2015,South Eastern,Gynaecology,Acute Services,72,77,61,39,370,--,--,--,--,--,619,
31-Dec-2015,Southern,General Surgery,Acute Services,62,50,42,7,70,--,--,--,--,--,231,
31-Dec-2015,Southern,Urology,Acute Services,60,65,61,15,278,--,--,--,--,--,479,
31-Dec-2015,Southern,T & O Surgery,Acute Services,130,172,110,60,366,--,--,--,--,--,838,
31-Dec-2015,Southern,ENT,Acute Services,54,30,15,0,0,--,--,--,--,--,99,
31-Dec-2015,Southern,Gastroenterology,Acute Services,1,1,0,0,0,--,--,--,--,--,2,
31-Dec-2015,Southern,Gynaecology,Acute Services,86,99,65,24,24,--,--,--,--,--,298,
31-Dec-2015,Western,General Surgery,Acute Services,109,108,106,49,514,--,--,--,--,--,886,
31-Dec-2015,Western,Urology,Acute Services,99,56,39,21,65,--,--,--,--,--,280,
31-Dec-2015,Western,T & O Surgery,Acute Services,140,214,173,117,1033,--,--,--,--,--,1677,
31-Dec-2015,Western,ENT,Acute Services,105,148,103,46,378,--,--,--,--,--,780,
31-Dec-2015,Western,Ophthalmology,Acute Services,1,1,0,0,0,--,--,--,--,--,2,
31-Dec-2015,Western,Oral Surgery,Acute Services,18,9,8,2,7,--,--,--,--,--,44,
31-Dec-2015,Western,General Medicine,Acute Services,8,3,1,0,0,--,--,--,--,--,12,
31-Dec-2015,Western,Gynaecology,Acute Services,101,92,58,24,137,--,--,--,--,--,412,
31-Dec-2015,Western,GP Other,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
31-Mar-2016,Belfast,General Surgery,Acute Services,190,117,99,67,524,--,--,--,--,--,997,
31-Mar-2016,Belfast,Urology,Acute Services,99,68,41,18,184,--,--,--,--,--,410,
31-Mar-2016,Belfast,T & O Surgery,Acute Services,544,1252,1161,654,2440,--,--,--,--,--,6051,
31-Mar-2016,Belfast,ENT,Acute Services,89,113,102,56,446,--,--,--,--,--,806,
31-Mar-2016,Belfast,Ophthalmology,Acute Services,18,36,25,10,25,--,--,--,--,--,114,
31-Mar-2016,Belfast,Oral Surgery,Acute Services,1,1,1,1,0,--,--,--,--,--,4,
31-Mar-2016,Belfast,Paediatric Dentistry,Acute Services,0,2,0,0,0,--,--,--,--,--,2,
31-Mar-2016,Belfast,Neurosurgery,Acute Services,70,71,35,4,2,--,--,--,--,--,182,
31-Mar-2016,Belfast,Plastic Surgery,Acute Services,25,21,33,21,113,--,--,--,--,--,213,
31-Mar-2016,Belfast,Cardiac Surgery,Acute Services,72,75,63,18,5,--,--,--,--,--,233,
31-Mar-2016,Belfast,Paediatric Surgery,Acute Services,19,11,18,13,28,--,--,--,--,--,89,
31-Mar-2016,Belfast,Thoracic Surgery,Acute Services,35,15,7,1,0,--,--,--,--,--,58,
31-Mar-2016,Belfast,Anaesthetics,Acute Services,0,0,1,0,0,--,--,--,--,--,1,
31-Mar-2016,Belfast,Pain Management,Acute Services,1,0,0,1,1,--,--,--,--,--,3,
31-Mar-2016,Belfast,General Medicine,Acute Services,0,0,1,0,0,--,--,--,--,--,1,
31-Mar-2016,Belfast,Gastroenterology,Acute Services,18,5,7,3,8,--,--,--,--,--,41,
31-Mar-2016,Belfast,Endocrinology,Acute Services,5,1,0,0,0,--,--,--,--,--,6,
31-Mar-2016,Belfast,Cardiology,Acute Services,120,123,128,65,53,--,--,--,--,--,489,
31-Mar-2016,Belfast,Dermatology,Acute Services,0,0,3,0,2,--,--,--,--,--,5,
31-Mar-2016,Belfast,Thoracic Medicine,Acute Services,2,2,0,0,0,--,--,--,--,--,4,
31-Mar-2016,Belfast,Nephrology,Acute Services,24,10,0,0,0,--,--,--,--,--,34,
31-Mar-2016,Belfast,Neurology,Acute Services,52,44,36,9,2,--,--,--,--,--,143,
31-Mar-2016,Belfast,Rheumatology,Acute Services,2,8,2,0,4,--,--,--,--,--,16,
31-Mar-2016,Belfast,Paediatrics,Acute Services,4,2,2,1,1,--,--,--,--,--,10,
31-Mar-2016,Belfast,Paediatric Neurology,Acute Services,14,11,17,5,16,--,--,--,--,--,63,
31-Mar-2016,Belfast,Gynaecology,Acute Services,119,121,97,59,240,--,--,--,--,--,636,
31-Mar-2016,Belfast,Forensic Psychiatry,Mental Health,1,1,1,0,0,--,--,--,--,--,3,
31-Mar-2016,Belfast,Radiology,Acute Services,0,0,1,0,1,--,--,--,--,--,2,
31-Mar-2016,Northern,General Surgery,Acute Services,145,133,95,51,176,--,--,--,--,--,600,
31-Mar-2016,Northern,Urology,Acute Services,35,14,11,5,21,--,--,--,--,--,86,
31-Mar-2016,Northern,ENT,Acute Services,74,112,118,62,90,--,--,--,--,--,456,
31-Mar-2016,Northern,Pain Management,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
31-Mar-2016,Northern,Gastroenterology,Acute Services,9,7,2,0,0,--,--,--,--,--,18,
31-Mar-2016,Northern,Cardiology,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
31-Mar-2016,Northern,Dermatology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Mar-2016,Northern,Gynaecology,Acute Services,98,97,92,53,112,--,--,--,--,--,452,
31-Mar-2016,Northern,GP Other,Acute Services,0,19,3,0,0,--,--,--,--,--,22,
31-Mar-2016,South Eastern,General Surgery,Acute Services,84,78,86,28,133,--,--,--,--,--,409,
31-Mar-2016,South Eastern,Urology,Acute Services,44,35,21,16,66,--,--,--,--,--,182,
31-Mar-2016,South Eastern,T & O Surgery,Acute Services,11,3,3,3,6,--,--,--,--,--,26,
31-Mar-2016,South Eastern,ENT,Acute Services,9,21,8,0,1,--,--,--,--,--,39,
31-Mar-2016,South Eastern,Oral Surgery,Acute Services,6,10,13,7,17,--,--,--,--,--,53,
31-Mar-2016,South Eastern,Plastic Surgery,Acute Services,67,45,36,23,166,--,--,--,--,--,337,
31-Mar-2016,South Eastern,Pain Management,Acute Services,0,0,0,1,0,--,--,--,--,--,1,
31-Mar-2016,South Eastern,General Medicine,Acute Services,0,2,1,4,8,--,--,--,--,--,15,
31-Mar-2016,South Eastern,Haematology (Clinical),Acute Services,0,0,0,1,0,--,--,--,--,--,1,
31-Mar-2016,South Eastern,Gynaecology,Acute Services,93,97,63,39,299,--,--,--,--,--,591,
31-Mar-2016,Southern,General Surgery,Acute Services,69,24,37,18,54,--,--,--,--,--,202,
31-Mar-2016,Southern,Urology,Acute Services,61,79,50,29,286,--,--,--,--,--,505,
31-Mar-2016,Southern,T & O Surgery,Acute Services,131,149,147,96,316,--,--,--,--,--,839,
31-Mar-2016,Southern,ENT,Acute Services,59,66,16,2,0,--,--,--,--,--,143,
31-Mar-2016,Southern,Cardiology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Mar-2016,Southern,Gynaecology,Acute Services,59,76,53,26,25,--,--,--,--,--,239,
31-Mar-2016,Western,General Surgery,Acute Services,91,182,122,55,554,--,--,--,--,--,1004,
31-Mar-2016,Western,Urology,Acute Services,84,49,58,19,55,--,--,--,--,--,265,
31-Mar-2016,Western,T & O Surgery,Acute Services,166,205,191,135,1017,--,--,--,--,--,1714,
31-Mar-2016,Western,ENT,Acute Services,127,128,142,68,359,--,--,--,--,--,824,
31-Mar-2016,Western,Ophthalmology,Acute Services,0,0,1,0,0,--,--,--,--,--,1,
31-Mar-2016,Western,Oral Surgery,Acute Services,4,17,4,3,4,--,--,--,--,--,32,
31-Mar-2016,Western,General Medicine,Acute Services,6,0,0,0,0,--,--,--,--,--,6,
31-Mar-2016,Western,Gynaecology,Acute Services,84,112,82,42,141,--,--,--,--,--,461,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
For the quarters ending June 2007 to March 2010 all patients waiting over 26 weeks have been included in the '>26 week' timeband.,,,,,,,,,,,,,,,
"From the quarter ending June 2010, patients waiting over 26 weeks have been split into the timebands '>26 - 36 weeks' and '> 36 weeks'.",,,,,,,,,,,,,,,
"From the quarter ending June 2012, patients waiting over 26 weeks have been split into the timebands '>26 - 30 weeks', '>30-36 weeks' and '> 36 weeks'.",,,,,,,,,,,,,,,
"From the quarter ending June 2013, patients waiting over 26 weeks have been split into the timebands '>26 - 30 weeks', '>30 weeks'.",,,,,,,,,,,,,,,
"From the quarter ending June 2014, patients waiting greater than 26 weeks have been included in the ' > 26 weeks timeband'",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"It has not been possible to accurately split the number of inpatients waiting in the >26-36 and >36 week timebands in the Urology, T & O Surgery ",,,,,,,,,,,,,,,
and Pain Management specialties at the Belfast HSC Trust at 31st March 2012.  The overall number of inpatients waiting in these timebands have ,,,,,,,,,,,,,,,
been adjusted on the basis of the total proportion of day cases and ordinary admissions waiting at Belfast HSC Trust at 31st March 2012.,,,,,,,,,,,,,,,
